  PID  PPID USER                 ELAPSED COMM
  375     1 root             06-03:32:11 /usr/libexec/nesessionmanager
  377     1 root             06-03:32:11 autofsd
  378     1 root             06-03:32:11 /usr/libexec/dasd
  379     1 root             06-03:32:11 /usr/libexec/corerepaird
  381     1 _distnote        06-03:32:11 /usr/sbin/distnoted
  382     1 root             06-03:32:11 /System/Library/PrivateFrameworks/AppleCredentialManager.framework/AppleCredentialManagerDaemon
  384     1 root             06-03:32:11 /usr/libexec/dirhelper
  385     1 root             06-03:32:11 /System/Library/CoreServices/logind
  386     1 root             06-03:32:11 /System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond
  387     1 root             06-03:32:11 /usr/sbin/KernelEventAgent
  389     1 root             06-03:32:11 /usr/libexec/usermanagerd
  391     1 root             06-03:32:11 /usr/sbin/bluetoothd
  392     1 root             06-03:32:11 /usr/sbin/notifyd
  393     1 root             06-03:32:11 /usr/libexec/sandboxd
  394     1 root             06-03:32:11 /usr/libexec/corebrightnessd
  395     1 root             06-03:32:11 /usr/libexec/AirPlayXPCHelper
  396     1 root             06-03:32:11 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/com.apple.cmio.registerassistantservice
  397     1 root             06-03:32:10 aslmanager
  398     1 root             06-03:32:10 /usr/libexec/logd_helper
  399     1 _windowserver    06-03:32:10 /System/Library/PrivateFrameworks/SkyLight.framework/Resources/WindowServer
  400     1 root             06-03:32:10 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
  401     1 root             06-03:32:10 /usr/sbin/cfprefsd
  402     1 bcb              06-03:32:10 /System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow
  403     1 root             06-03:32:10 /System/Library/CoreServices/coreservicesd
  405     1 _analyticsd      06-03:32:10 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsd
  406     1 root             06-03:32:10 /usr/libexec/fskitd
  407     1 root             06-03:32:10 /usr/libexec/powerexperienced
  408     1 root             06-03:32:10 /usr/libexec/runningboardd
  409     1 root             06-03:32:10 /usr/libexec/lsd
  410     1 root             06-03:32:10 /System/Library/CoreServices/TimeMachine/backupd-helper
  411     1 root             06-03:32:10 /usr/libexec/PowerUIAgent
  413     1 _coreaudiod      06-03:32:10 /usr/sbin/coreaudiod
  414     1 root             06-03:32:10 /System/Library/CoreServices/liquiddetectiond.app/liquiddetectiond
  415     1 root             06-03:32:10 /usr/libexec/apfsd
  416     1 root             06-03:32:10 /usr/libexec/trustdFileHelper
  417     1 root             06-03:32:10 /usr/libexec/nehelper
  418     1 _nsurlsessiond   06-03:32:10 /usr/libexec/nsurlsessiond
  419     1 root             06-03:32:10 /usr/libexec/centaurid
  420     1 root             06-03:32:10 /System/Library/PrivateFrameworks/CoreAccessories.framework/Support/accessoryd
  421     1 root             06-03:32:10 /usr/libexec/biometrickitd
  423     1 root             06-03:32:10 /usr/libexec/mobileassetd
  424     1 root             06-03:32:10 /usr/libexec/containermanagerd_system
  426     1 root             06-03:32:10 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Resources/backgroundtaskmanagementd
  430     1 root             06-03:32:10 /usr/libexec/ApplicationFirewall/socketfilterfw
  433     1 _biome           06-03:32:10 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
  435     1 root             06-03:32:10 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
  436     1 root             06-03:32:10 /usr/libexec/eligibilityd
  437     1 _hidd            06-03:32:10 /usr/libexec/hidd
  439     1 root             06-03:32:10 /usr/libexec/tzd
  441     1 root             06-03:32:10 /usr/libexec/secinitd
  444     1 _windowserver    06-03:32:10 /usr/sbin/distnoted
  463     1 _cmiodalassistants 06-03:32:10 /usr/sbin/distnoted
  465     1 root             06-03:32:10 /usr/libexec/securityd_system
  467     1 _networkd        06-03:32:10 /usr/libexec/symptomsd
  468     1 root             06-03:32:10 /System/Library/PrivateFrameworks/MobileAssetDaemon.framework/Versions/A/XPCServices/com.apple.MobileAsset.DownloadService.Builtin.xpc/Contents/MacOS/com.apple.MobileAsset.DownloadService.Builtin
  472     1 root             06-03:32:10 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  480     1 root             06-03:32:10 /usr/sbin/distnoted
  493     1 root             06-03:32:10 /System/Library/Frameworks/SystemExtensions.framework/Versions/A/Helpers/sysextd
  501     1 root             06-03:32:10 /usr/libexec/airportd
  504     1 _coreaudiod      06-03:32:10 /usr/sbin/distnoted
  506     1 _mdnsresponder   06-03:32:07 /usr/sbin/mDNSResponder
  508     1 root             06-03:32:07 /System/Library/CoreServices/TimeMachine/backupd
  509     1 root             06-03:32:07 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd
  510     1 root             06-03:32:07 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
  511     1 root             06-03:32:07 /usr/libexec/syspolicyd
  513     1 root             06-03:32:07 /usr/sbin/WirelessRadioManagerd
  515     1 _coreaudiod      06-03:32:07 Core Audio Driver (JumpAudio.driver)
  516     1 _cmiodalassistants 06-03:32:07 /usr/libexec/com.apple.cmio.videodriverkithostextension.systemextension/Contents/MacOS/com.apple.cmio.videodriverkithostextension
  518     1 root             06-03:32:07 /usr/sbin/mDNSResponderHelper
  519     1 _audiomxd        06-03:32:07 /usr/libexec/audiomxd
  520     1 _cmiodalassistants 06-03:32:07 /usr/libexec/cameracaptured
  521     1 _cmiodalassistants 06-03:32:07 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/UVCAssistant.systemextension/Contents/MacOS/UVCAssistant
  522     1 root             06-03:32:07 /System/Library/PrivateFrameworks/PowerLog.framework/Versions/A/XPCServices/PerfPowerTelemetryClientRegistrationService.xpc/Contents/MacOS/PerfPowerTelemetryClientRegistrationService
  523     1 root             06-03:32:07 /usr/libexec/findmybeaconingd
  524     1 root             06-03:32:07 /usr/libexec/triald_system
  525     1 root             06-03:32:07 /usr/libexec/colorsync.displayservices
  526     1 root             06-03:32:07 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
  527     1 root             06-03:32:07 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  529     1 _cmiodalassistants 06-03:32:07 /usr/sbin/appleh16camerad
  530     1 _softwareupdate  06-03:32:07 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
  532     1 _nsurlsessiond   06-03:32:07 /usr/sbin/distnoted
  533     1 root             06-03:32:07 /usr/libexec/storagekitd
  534     1 root             06-03:32:07 /usr/libexec/audioclocksyncd
  535     1 _mds_stores      06-03:32:07 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds_stores
  536     1 _coreaudiod      06-03:32:07 Core Audio Driver (JumpAudioMic.driver)
  538     1 root             06-03:32:07 /Applications/LogiTune.app/Contents/Frameworks/LogiTuneUpdater.app/Contents/MacOS/LogiTuneUpdater
  540     1 root             06-03:32:07 /Applications/Jump Desktop Connect.app/Contents/MacOS/JumpConnect
  541     1 root             06-03:32:07 /Applications/LogiTune.app/Contents/Frameworks/LogiRightSight.app/Contents/MacOS/LogiRightSight
  542     1 _driverkit       06-03:32:07 /System/Library/DriverExtensions/com.apple.DriverKit-IOUserDockChannelSerial.dext/com.apple.DriverKit-IOUserDockChannelSerial
  543     1 _cmiodalassistants 06-03:32:07 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  544     1 root             06-03:32:07 /usr/libexec/colorsyncd
  545     1 root             06-03:32:07 /System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd
  547     1 _softwareupdate  06-03:32:07 /usr/sbin/distnoted
  548     1 _modelmanagerd   06-03:32:07 /usr/libexec/modelmanagerd
  549     1 _coreaudiod      06-03:32:07 Core Audio Driver (ParrotAudioPlugin.driver)
  552     1 _cmiodalassistants 06-03:32:07 /usr/libexec/secinitd
  553     1 _driverkit       06-03:32:07 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers
  554     1 root             06-03:32:07 /usr/libexec/audioanalyticsd
  559     1 _cmiodalassistants 06-03:32:07 /usr/sbin/cfprefsd
  560     1 root             06-03:32:07 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  561     1 root             06-03:32:07 /usr/libexec/mobileactivationd
  563     1 root             06-03:32:06 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  564     1 root             06-03:32:06 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  565     1 _locationd       06-03:32:06 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  566     1 _locationd       06-03:32:06 /usr/sbin/distnoted
  567     1 root             06-03:32:06 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/modelcatalogd
  569     1 root             06-03:32:06 /System/Library/CoreServices/osanalyticshelper
  570     1 _locationd       06-03:32:06 /usr/libexec/secinitd
  571     1 _locationd       06-03:32:06 /usr/sbin/cfprefsd
  573     1 _cmiodalassistants 06-03:32:06 /usr/libexec/containermanagerd
  574     1 root             06-03:32:06 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
  576     1 _locationd       06-03:32:06 /usr/libexec/containermanagerd
  577     1 root             06-03:32:06 /usr/libexec/rtcreportingd
  579     1 _appleevents     06-03:32:06 /System/Library/CoreServices/appleeventsd
  580     1 root             06-03:32:06 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  583     1 root             06-03:32:06 /usr/libexec/searchpartyd
  584     1 _audiomxd        06-03:32:06 /usr/sbin/distnoted
  585     1 root             06-03:32:06 /usr/libexec/symptomsd-diag
  586     1 root             06-03:32:06 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  593     1 root             06-03:32:06 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  595     1 root             06-03:32:06 /System/Library/Frameworks/GSS.framework/Helpers/GSSCred
  596     1 _spotlight       06-03:32:06 /usr/sbin/distnoted
  597     1 _driverkit       06-03:32:06 /System/Library/DriverExtensions/AppleCentauriAlpha.dext/AppleCentauriAlpha
  598     1 _driverkit       06-03:32:06 /System/Library/DriverExtensions/AppleCentauriControl.dext/AppleCentauriControl
  599     1 _driverkit       06-03:32:06 /System/Library/DriverExtensions/AppleCentauriBeta.dext/AppleCentauriBeta
  604     1 root             06-03:32:05 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  605     1 root             06-03:32:05 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBridgeService.xpc/Contents/MacOS/XProtectBridgeService
  606     1 _accessoryupdater 06-03:32:05 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceLegacyAudio.xpc/Contents/MacOS/UARPUpdaterServiceLegacyAudio
  607     1 _accessoryupdater 06-03:32:05 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceDisplay.xpc/Contents/MacOS/UARPUpdaterServiceDisplay
  610     1 _accessoryupdater 06-03:32:05 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceUSBPD.xpc/Contents/MacOS/UARPUpdaterServiceUSBPD
  612     1 root             06-03:32:05 /usr/libexec/diagnosticd
  613     1 _accessoryupdater 06-03:32:05 /usr/sbin/distnoted
  614     1 root             06-03:32:05 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
  615     1 bcb              06-03:32:05 /usr/sbin/distnoted
  616     1 bcb              06-03:32:05 /usr/sbin/cfprefsd
  617     1 root             06-03:32:05 /usr/libexec/applekeystored
  619     1 bcb              06-03:32:05 /usr/libexec/secd
  620     1 root             06-03:32:05 /System/Library/PrivateFrameworks/CoreKDL.framework/Support/corekdld
  621     1 bcb              06-03:32:05 /usr/libexec/UserEventAgent
  622     1 _gamecontrollerd 06-03:32:05 /usr/libexec/gamecontrollerd
  623     1 bcb              06-03:32:05 /System/Library/CoreServices/WindowManager.app/Contents/MacOS/WindowManager
  624     1 _applepay        06-03:32:05 /usr/libexec/seld
  625     1 bcb              06-03:32:05 /usr/libexec/ContinuityCaptureAgent
  626     1 _accessoryupdater 06-03:32:05 /usr/libexec/uarpd
  628     1 bcb              06-03:32:05 /usr/libexec/knowledge-agent
  629     1 bcb              06-03:32:05 /usr/libexec/neagent
  630     1 _accessoryupdater 06-03:32:05 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/ThunderboltAccessoryUpdaterService.xpc/Contents/MacOS/ThunderboltAccessoryUpdaterService
  631     1 bcb              06-03:32:05 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
  632     1 bcb              06-03:32:05 /usr/sbin/universalaccessd
  633     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd
  634     1 bcb              06-03:32:05 /usr/libexec/pboard
  635     1 bcb              06-03:32:05 /usr/libexec/containermanagerd
  636     1 bcb              06-03:32:05 /usr/libexec/lsd
  637     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent
  638     1 bcb              06-03:32:05 /usr/libexec/linkd
  639     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/AXVisualSupportAgent.app/Contents/MacOS/AXVisualSupportAgent
  640     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/AccessibilitySupport.framework/Versions/A/Resources/AccessibilityVisualsAgent.app/Contents/MacOS/AccessibilityVisualsAgent
  641     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Support/BackgroundTaskManagementAgent.app/Contents/MacOS/BackgroundTaskManagementAgent
  642     1 bcb              06-03:32:05 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter
  644     1 bcb              06-03:32:05 /usr/libexec/mobilerepaird
  645     1 bcb              06-03:32:05 /usr/libexec/nsurlsessiond
  647     1 bcb              06-03:32:05 /usr/libexec/rapportd
  648     1 bcb              06-03:32:05 /usr/sbin/usernoted
  649     1 bcb              06-03:32:05 /usr/libexec/routined
  650     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/UserNotificationsCore.framework/Support/usernotificationsd
  651     1 _appleevents     06-03:32:05 /usr/sbin/distnoted
  652     1 bcb              06-03:32:05 /usr/libexec/secinitd
  653     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
  655     1 bcb              06-03:32:05 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
  656     1 bcb              06-03:32:05 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  657     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
  658     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
  659     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
  660     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
  661     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd
  662     1 bcb              06-03:32:05 /System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
  663     1 bcb              06-03:32:05 /System/Library/CoreServices/talagentd
  664     1 bcb              06-03:32:05 /System/Library/CoreServices/sharedfilelistd
  665     1 bcb              06-03:32:05 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
  666     1 bcb              06-03:32:05 /System/Applications/Messages.app/Contents/MacOS/Messages
  667     1 bcb              06-03:32:05 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/TrustedPeersHelper.xpc/Contents/MacOS/TrustedPeersHelper
  668     1 root             06-03:32:05 /usr/libexec/sysmond
  669     1 bcb              06-03:32:05 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
  670     1 bcb              06-03:32:05 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
  671     1 root             06-03:32:05 /System/Library/PrivateFrameworks/AppleDeviceQuerySupport.framework/Versions/A/XPCServices/AppleDeviceQueryService.xpc/Contents/MacOS/AppleDeviceQueryService
  672     1 bcb              06-03:32:05 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  673     1 bcb              06-03:32:04 /usr/libexec/assessmentagent
  674     1 bcb              06-03:32:04 /usr/libexec/transparencyd
  675     1 bcb              06-03:32:04 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd
  676     1 bcb              06-03:32:04 /System/Library/CoreServices/AccessibilityUIServer.app/Contents/MacOS/AccessibilityUIServer
  677     1 _ctkd            06-03:32:04 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd
  678     1 bcb              06-03:32:04 /usr/libexec/pkd
  679     1 bcb              06-03:32:04 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
  680     1 root             06-03:32:04 /usr/sbin/systemsoundserverd
  681     1 bcb              06-03:32:04 /usr/libexec/sharingd
  682     1 root             06-03:32:04 /usr/libexec/wifip2pd
  683     1 _applepay        06-03:32:04 /usr/libexec/nfcd
  684     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  686     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
  687     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
  688     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  689     1 bcb              06-03:32:04 /usr/libexec/MTLAssetUpgraderD
  690     1 bcb              06-03:32:04 /usr/libexec/networkserviceproxy
  691     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
  692     1 bcb              06-03:32:04 /usr/libexec/swcd
  693     1 bcb              06-03:32:04 /usr/libexec/duetexpertd
  694     1 bcb              06-03:32:04 /usr/libexec/dmd
  695     1 bcb              06-03:32:04 /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
  696     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
  697     1 bcb              06-03:32:04 /usr/libexec/siriknowledged
  698     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
  701     1 root             06-03:32:04 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
  702     1 _nearbyd         06-03:32:04 /usr/libexec/nearbyd
  703     1 bcb              06-03:32:04 /System/Applications/Notes.app/Contents/MacOS/Notes
  704     1 bcb              06-03:32:04 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/MacOS/Safari
  705     1 bcb              06-03:32:04 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  706     1 bcb              06-03:32:04 /Applications/Gemini.app/Contents/MacOS/Gemini
  707     1 bcb              06-03:32:04 /System/Applications/TextEdit.app/Contents/MacOS/TextEdit
  708     1 bcb              06-03:32:04 /Applications/LM Studio.app/Contents/MacOS/LM Studio
  709     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
  710     1 bcb              06-03:32:04 /Applications/Brave Browser.app/Contents/MacOS/Brave Browser
  711     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/ReplicatorCore.framework/Support/replicatord
  712     1 bcb              06-03:32:04 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
  714     1 bcb              06-03:32:04 /System/Applications/Contacts.app/Contents/MacOS/Contacts
  715     1 bcb              06-03:32:04 /System/Applications/Utilities/Terminal.app/Contents/MacOS/Terminal
  716     1 bcb              06-03:32:04 /System/Applications/Mail.app/Contents/MacOS/Mail
  717     1 bcb              06-03:32:04 /System/Applications/Preview.app/Contents/MacOS/Preview
  718     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
  719     1 bcb              06-03:32:04 /System/Applications/Passwords.app/Contents/MacOS/Passwords
  721     1 _applepay        06-03:32:04 /System/Library/PrivateFrameworks/NearFieldPrivateServices.framework/Versions/A/XPCServices/NFStorageServer.xpc/Contents/MacOS/NFStorageServer
  722     1 root             06-03:32:04 /System/Library/PrivateFrameworks/WiFiPolicy.framework/XPCServices/WiFiCloudAssetsXPCService.xpc/Contents/MacOS/WiFiCloudAssetsXPCService
  723     1 bcb              06-03:32:04 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
  724     1 _applepay        06-03:32:04 /usr/sbin/distnoted
  725     1 bcb              06-03:32:04 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
  726     1 bcb              06-03:32:04 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
  727     1 bcb              06-03:32:04 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
  728     1 bcb              06-03:32:04 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
  731     1 bcb              06-03:32:04 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad
  732     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
  733     1 root             06-03:32:04 /usr/sbin/filecoordinationd
  734     1 bcb              06-03:32:04 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
  735     1 bcb              06-03:32:04 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  736     1 bcb              06-03:32:04 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  737     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  738     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
  739     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  740     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
  741     1 bcb              06-03:32:04 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
  742     1 bcb              06-03:32:04 /System/Library/CoreServices/iconservicesagent
  743     1 bcb              06-03:32:04 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
  744     1 bcb              06-03:32:04 /usr/libexec/intelligentroutingd
  745     1 bcb              06-03:32:04 /System/Library/CoreServices/audioaccessoryd
  746     1 root             06-03:32:03 /usr/libexec/wallpaperexportd
  747     1 root             06-03:32:03 automountd
  749     1 bcb              06-03:32:03 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  750     1 bcb              06-03:32:03 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent
  751     1 bcb              06-03:32:03 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
  752     1 bcb              06-03:32:03 /usr/libexec/replayd
